drug_name,gene_symbol,action
5-Hydroxymethyl-Chonduritol,AMY2A,inhibitor
5-Hydroxymethyl-Chonduritol,AMY2B,unknown
5-Hydroxymethylfurfural,HBA1,modulator
5-Iodo-2'-Deoxyuridine-5'-Monophosphate,TK1,inhibitor
5-Iodouracil,DPYD,inhibitor
5-Mercapto-2-Nitro-Benzoic Acid,IL12B,unknown
5-N-Allyl-arginine,NOS1,inhibitor
5-Nitroindazole,NOS2,inhibitor
5-Nitroindazole,NOS3,inhibitor
"5-Phenylsulfanyl-2,4-Quinazolinediamine",DHFR2,unknown
"5-Phenylsulfanyl-2,4-Quinazolinediamine",PDF,inhibitor
5-Phosphoarabinonic Acid,GPI,unknown
5-Thio-a/B-D-Mannopyranosylamine,MAN2A1,unknown
5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,LTA4H,inhibitor
"5-amino-1,3,4-thiadiazole-2-thiol",CA1,inhibitor
"5-amino-1,3,4-thiadiazole-2-thiol",CA2,inhibitor
"5-amino-1,3,4-thiadiazole-2-thiol",CA9,inhibitor
5-aminonaphthalene-2-sulfonic acid,FGF1,inhibitor
"5-benzyl-1,3-thiazol-2-amine",PKIA,unknown
"5-benzyl-1,3-thiazol-2-amine",PRKACA,unknown
5-deoxyflavanone,CYP19A1,inhibitor
5-deoxyflavanone,XDH,inhibitor
5-fluoro-beta-L-gulosyl fluoride,MAN2A1,unknown
5-fluorotryptophan,GSTM1,unknown
5-fluorotryptophan,TPI1,unknown
5-fluorouridine,SOD1,unknown
"5-hydroxymethyl-5,6-dihydrofolic acid",SHMT1,unknown
5-hydroxynaphthalene-1-sulfonamide,CDK2,inhibitor
5-hydroxyvaleric acid,ALAD,inhibitor
5-iodotubercidin,CSNK1G2,unknown
5-iodotubercidin,HASPIN,unknown
5-iodotubercidin,MAPK3,unknown
"5-methoxy-N,N-dimethyltryptamine",HTR1A,agonist
"5-methoxy-N,N-dimethyltryptamine",HTR2A,agonist
"5-methoxy-N,N-dimethyltryptamine",HTR2B,inhibitor
"5-methoxy-N,N-dimethyltryptamine",HTR2C,inhibitor
"5-methoxy-N,N-dimethyltryptamine",HTR6,inhibitor
5-methyltetrahydrofolic acid,AMT,unknown
5-methyltetrahydrofolic acid,SLC46A1,modulator
5-phenyl-1H-indazol-3-amine,JAK2,inhibitor
5-phospho-D-arabinohydroxamic acid,GPI,unknown
"5H-pyrrolo[3,2-d]pyrimidin-4-amine",APRT,unknown
5beta-dihydrotestosterone,AKR1D1,unknown
6-(Dihydroxy-Isobutyl)-Thymine,TK1,inhibitor
"6-Aminohexyl-uridine-C1,5'-diphosphate",B4GALT1,unknown
6-Carboxymethyluracil,DPYD,inhibitor
6-Hydroxy-6-Methyl-Heptan-3-One,LCN9,unknown
6-Hydroxypropylthymine,TK1,inhibitor
6-Nitroindazole,NOS2,inhibitor
6-Nitroindazole,NOS3,inhibitor
6-O-Cyclohexylmethyl Guanine,CCNA2,unknown
6-O-Cyclohexylmethyl Guanine,CDK2,inhibitor
6-O-Phosphoryl Inosine Monophosphate,ADSS1,unknown
6-O-benzylguanine,MGMT,inhibitor
6-bromoindirubin-3'-oxime,AURKA,inhibitor
6-bromoindirubin-3'-oxime,AURKB,inhibitor
6-bromoindirubin-3'-oxime,AURKC,inhibitor
6-bromoindirubin-3'-oxime,GSK3A,inhibitor
6-bromoindirubin-3'-oxime,GSK3B,unknown
"6-hydroxy-1,6-dihydro purine nucleoside",ADA,inhibitor
6-hydroxydopa quinone,AOC3,inhibitor
6-hydroxyuridine-5'-phosphate,UMPS,unknown
6-phospho-D-gluconic acid,GPI,unknown
6-phospho-D-gluconic acid,PGD,inhibitor
"6S-5,6,7,8-Tetrahydrobiopterin",NOS3,inhibitor
"7,8-dihydrobiopterin",NOS2,inhibitor
"7,8-dihydrobiopterin",PAH,unknown
"7,8-dihydrobiopterin",PCBD1,unknown
"7,8-dihydrobiopterin",TH,inhibitor
"7,8-dihydroinosine",ADA,unknown
"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",COMT,inhibitor
7-Hydroxystaurosporine,CHEK1,inhibitor
7-Hydroxystaurosporine,PDPK1,unknown
"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",PNMT,unknown
7-Nitroindazole,NOS1,inhibitor
7-Nitroindazole,NOS2,inhibitor
7-Nitroindazole,NOS3,inhibitor
7-Nitroindazole-2-Carboxamidine,NOS3,inhibitor
7-beta-Hydroxyepiandrosterone,HPGDS,stimulator
7-methyl-5'-guanylic acid,DCPS,unknown
7-methyl-GpppA,DCPS,unknown
7-methyl-GpppA,EIF4E,unknown
7-methyl-guanosine-5'-triphosphate,EIF4E,unknown
8-Bromo-Adenosine-5'-Monophosphate,HINT1,unknown
8-Bromo-Adenosine-5'-Monophosphate,PDE4B,inhibitor
8-anilinonaphthalene-1-sulfonic acid,FABP1,inhibitor
8-anilinonaphthalene-1-sulfonic acid,S100A7,unknown
8-azaguanine,PNP,inhibitor
8-chlorotheophylline,ADORA2A,antagonist
8-iodo-guanine,PNP,inhibitor
9(S)-HODE,PPARG,inhibitor
"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",MAPK10,inhibitor
9-(4-hydroxybutyl)-N2-phenylguanine,TK1,inhibitor
9-Deazaguanine,HPRT1,unknown
9-Deazahypoxanthine,PNP,inhibitor
9-N-Phenylmethylamino-Tacrine,BCHE,inhibitor
9-aminocamptothecin,TOP1,inhibitor
9-deazainosine,PNP,inhibitor
A-620223,PARP1,inhibitor
A-674563,AKT1,inhibitor
A-674563,PKIA,unknown
A-674563,PRKACA,unknown
AB-22,S1PR2,inhibitor
ABBV-744,BRD2,inhibitor
ABBV-744,BRD3,inhibitor
ABBV-744,BRD4,inhibitor
ABSK-091,FGFR1,modulator
ABT-288,HRH3,modulator
ABT-341,DPP4,inhibitor
ABT-510,CXCL8,unknown
ABT-510,FGF2,unknown
ABT-510,HGF,unknown
ABT-510,THBS1,modulator
ABT-510,VEGFA,unknown
ABT-639,CACNA1H,modulator
ABT-737,BCL2,inhibitor
ABX-1431,MGLL,inhibitor
AC-(D)Phe-pro-borolys-OH,F2,inhibitor
AC-430,JAK2,modulator
ADL 10-0101,OPRK1,unknown
ADL-5859,OPRD1,agonist
ADL5859,OPRD1,unknown
ADP-597,GPR119,agonist
ADU-S100,STING1,activator
ADX-10061,CALY,unknown
AEE-788,FGFR2,inhibitor
AEE-788,FGFR3,inhibitor
AEG35156,XIAP,unknown
AEOL-10150,SOD1,modulator
AER001,IL13RA2,unknown
AER001,IL4R,unknown
AF-710B,CHRM1,agonist
AF-710B,SIGMAR1,agonist
AG-24322,CDK1,inhibitor
AG-24322,CDK2,inhibitor
AG-24322,CDK4,inhibitor
AGG-523,ADAMTS5,inhibitor
AICA ribonucleotide,ATIC,unknown
AKI-001,AURKA,unknown
AKN-028,FLT3,inhibitor
AL-4623,CA2,inhibitor
AL5300,CA2,inhibitor
AL5424,CA2,inhibitor
AL5927,CA2,inhibitor
AL6528,CA2,inhibitor
AL7089A,CA2,inhibitor
AL7099A,CA2,inhibitor
AL7182,CA2,inhibitor
ALKS 27,CHRM1,unknown
ALKS 27,CHRM2,unknown
ALKS 27,CHRM3,unknown
ALKS 27,CHRM4,unknown
ALKS 27,CHRM5,unknown
ALT-2074,NOS2,modulator
AM103,ALOX5AP,inhibitor
AMG-208,MET,inhibitor
AMG-222,DPP4,unknown
AMG-319,PIK3CD,inhibitor
AMG-337,MET,modulator
AMG-900,AURKA,modulator
AMG-900,AURKB,modulator
AMG-900,AURKC,modulator
AMY-101,C3,inhibitor
AN-9,BCL2,downregulator
AN-9,CASP8,regulator
AN-9,HDAC1,inhibitor
AN0128,TNF,inhibitor
AN2898,PDE4A,inhibitor
AN2898,PDE4B,inhibitor
AN2898,PDE4D,inhibitor
ANA971,TLR7,unknown
ANA975,TLR7,unknown
ANZ-100,KISS1R,unknown
AOD9604,GHR,agonist
AP-22408,LCK,unknown
AP-22408,SRC,inhibitor
AP1081,ESR1,unknown
APD-209,ADRB2,agonist
APD668,GPR119,unknown
APG-1387,BIRC2,inhibitor
APG-1387,BIRC3,inhibitor
APG-1387,BIRC5,inhibitor
APG-1387,BIRC7,inhibitor
APG-1387,NAIP,inhibitor
APG-1387,XIAP,inhibitor
APTO-253,KLF4,inhibitor
APX-3330,APEX1,inhibitor
AQ-13,ACKR1,modulator
AR-9281,EPHX2,inhibitor
AR-AO-14418,GSK3A,other/unknown
AR-AO-14418,GSK3B,inhibitor
ARRY-502,PTGDR2,modulator
AS-8112,DRD2,antagonist
AS-8112,DRD3,antagonist
ASP-3026,ALK,modulator
ASP-4058,S1PR1,modulator
ASP-4058,S1PR5,modulator
AT-7519,CDK1,unknown
AT-7519,CDK2,inhibitor
AT1391,INSR,unknown
AT2220,GAA,unknown
AT9283,AURKA,modulator
AT9283,AURKB,modulator
ATG003,CHRNA10,unknown
ATG003,CHRNA9,unknown
ATHX-105,HTR2C,unknown
ATL1101,IGF1R,unknown
ATL1102,ITGA4,unknown
ATP,ABCA1,unknown
ATP,ABCB1,unknown
ATP,ABCB11,unknown
ATP,ABCC1,unknown
ATP,ABCC2,unknown
ATP,ABCC4,unknown
ATP,ABCC6,unknown
ATP,ABCC8,unknown
ATP,ABCC9,unknown
ATP,ABCG1,unknown
ATP,ABL1,inhibitor
ATP,ABL2,inhibitor
ATP,ACSL1,unknown
ATP,ACSS1,unknown
ATP,ACSS2,unknown
ATP,ACVR1,unknown
ATP,ACVR1B,unknown
ATP,ACVRL1,unknown
ATP,ADCY1,unknown
ATP,AFG3L2,unknown
ATP,AKT1,unknown
ATP,ALK,unknown
ATP,AMHR2,unknown
ATP,APAF1,unknown
ATP,ARAF,unknown
ATP,ASNS,unknown
ATP,ASS1,unknown
ATP,CDK15,unknown
ATP,CFTR,cofactor
ATP,CSNK2A1,unknown
ATP,CSNK2B,unknown
ATP,GET3,unknown
ATP,GRK2,unknown
ATP,GRK3,unknown
ATP,NAE1,unknown
ATP,NT5C2,unknown
ATP,P2RY11,unknown
ATP,PIK3CA,unknown
ATP,PPP5C,unknown
ATP,PRKAA1,unknown
ATP,SLC25A4,unknown
ATP,TNK2,unknown
AV-412,EGFR,unknown
AV-412,ERBB2,unknown
AV608,TACR1,unknown
AVE-2865,PYGL,unknown
AVI-4557,HNF4A,unknown
AVL-3288,CHRNA7,modulator
AZD 3355,GABBR1,modulator
AZD 3355,GABBR2,modulator
AZD 3355,TP53,unknown
AZD-0328,CHRNA7,modulator
AZD-1236,MMP12,inhibitor
AZD-1386,TRPV1,blocker
AZD-1480,JAK2,modulator
AZD-1656,GCK,activator
AZD-1981,PTGDR2,antagonist
AZD-3043,GABRG3,modulator
AZD-4017,HSD11B1,inhibitor
AZD-4818,CCR1,antagonist
AZD-4877,KIF11,inhibitor
AZD-5069,CXCR2,inhibitor
AZD-5153,BRD4,inhibitor
AZD-5423,NR3C1,agonist
AZD-5672,CCR5,antagonist
AZD-5991,MCL1,inhibitor
AZD-6280,GABRA3,modulator
AZD-6482,PIK3CB,modulator
AZD-7325,GABRA2,positive allosteric modulator
AZD-7325,GABRA3,positive allosteric modulator
AZD-7648,PRKDC,inhibitor
AZD-7687,DGAT1,inhibitor
AZD-7762,CHEK1,inhibitor
AZD-8055,MTOR,inhibitor
AZD-8165,F2,inhibitor
AZD-8186,PIK3CB,inhibitor
AZD-8186,PIK3CG,inhibitor
AZD-8330,MAP3K1,unknown
AZD-8848,TLR7,agonist
AZD-9056,P2RX7,antagonist
AZD-9496,ESR1,antagonist
AZD-9684,CHRNA2,antagonist
AZD-9684,CHRNA3,antagonist
AZD-9684,CHRNA7,antagonist
AZD-9684,CHRNB2,antagonist
AZD-9684,CPB2,unknown
AZD2066,GRM5,antagonist
AZD2389,FAP,inhibitor
AZD3409,FNTA,unknown
AZD3409,FNTB,unknown
AZD8529,GRM1,agonist
Abanoquil,ADRA1A,inhibitor
Abanoquil,ADRA1B,inhibitor
Abanoquil,ADRA1D,inhibitor
Abaperidone,DRD2,modulator
Abaperidone,HTR2A,modulator
Abarelix,GNRHR,antagonist
Abediterol,ADRB2,agonist
Abemaciclib,CDK4,inhibitor
Abemaciclib,CDK6,inhibitor
Abexinostat,HDAC1,unknown
Abexinostat,HDAC6,inhibitor
Abiraterone,CYP17A1,inhibitor
Abivertinib,BTK,inhibitor
Abivertinib,EGFR,inhibitor
Abrocitinib,JAK1,inhibitor
Abrocitinib,JAK2,inhibitor
Abrocitinib,JAK3,inhibitor
Abrocitinib,TYK2,inhibitor
Acadesine,PRKAA1,modulator
Acadesine,PRKAB1,modulator
Acadesine,PRKAG1,modulator
Acalabrutinib,BTK,inhibitor
Acalisib,PIK3CD,inhibitor
Acamprosate,GABBR1,inhibitor
Acamprosate,GRIN3B,antagonist
Acamprosate,GRM5,antagonist
Acarbose,AMY2A,inhibitor
Acarbose,GAA,inhibitor
Acarbose,MGAM,inhibitor
Acarbose,SI,inhibitor
Acarbose Derived Hexasaccharide,AMY2A,ligand
Acebilustat,LTA4H,inhibitor
Acebutolol,ADRB1,partial agonist
Acebutolol,ADRB2,partial agonist
Acecainide,SCN5A,blocker
Aceclidine,CHRM1,inhibitor
Aceclidine,CHRM2,inhibitor
Aceclidine,CHRM3,inhibitor
Aceclidine,CHRM4,inhibitor
Aceclidine,CHRM5,inhibitor
Aceclofenac,PTGS1,inhibitor
Aceclofenac,PTGS2,inhibitor
Acemetacin,PTGS1,antagonist
Acemetacin,PTGS2,antagonist
Acenocoumarol,VKORC1,inhibitor
Acepromazine,ADRA1A,antagonist
Acepromazine,ADRA1B,antagonist
Acepromazine,DRD1,antagonist
Acepromazine,DRD2,antagonist
Acepromazine,HTR1A,antagonist
Acepromazine,HTR2A,antagonist
Aceprometazine,HRH1,antagonist
Acetaminophen,PTGES3,inhibitor
Acetaminophen,PTGS1,inhibitor
Acetaminophen,PTGS2,inhibitor
Acetaminophen,SLC6A2,inhibitor
Acetaminophen,SLC6A4,inhibitor
Acetaminophen,TRPV1,activator
Acetate,ABAT,inhibitor
Acetate,ACE,inhibitor
Acetate,AKR1C3,inhibitor
Acetate,CA2,inhibitor
Acetate,CALM1,inhibitor
Acetate,CALM2,inhibitor
Acetate,CALM3,inhibitor
Acetate,CELA1,inhibitor
Acetate,ESR2,inhibitor
Acetate,HPD,inhibitor
Acetate,LTA4H,inhibitor
Acetate,MMP12,inhibitor
Acetate,NOS1,inhibitor
Acetate,NOS3,inhibitor
Acetate,PLA2G1B,inhibitor
Acetate,PTPN1,inhibitor
Acetate,SOD1,inhibitor
Acetate,TXN,inhibitor
Acetazolamide,AQP1,inhibitor
Acetazolamide,CA1,inhibitor
Acetazolamide,CA12,inhibitor
Acetazolamide,CA14,inhibitor
Acetazolamide,CA2,inhibitor
Acetazolamide,CA3,inhibitor
Acetazolamide,CA4,inhibitor
Acetazolamide,CA7,inhibitor
Acetic Acid Salicyloyl-Amino-Ester,PTGS1,inhibitor
Acetoacetic acid,FAH,unknown
Acetoacetyl-CoA,ACADS,unknown
Acetoacetyl-CoA,ECHS1,unknown
Acetoacetyl-CoA,HADH,unknown
Acetohexamide,ABCC8,modulator
Acetohexamide,KCNJ1,inhibitor
Acetohydroxamic acid,MMP12,inhibitor
Acetophenazine,AR,unknown
Acetophenazine,DRD2,antagonist
Acetylcholine,CHRM1,unknown
Acetylcholine,CHRM2,unknown
Acetylcholine,CHRM3,unknown
Acetylcholine,CHRM4,unknown
Acetylcholine,CHRNA7,unknown
Acetylcysteine,ACY1,substrate
Acetylcysteine,CHUK,inhibitor
Acetylcysteine,GRIN1,activator
Acetylcysteine,GRIN2A,activator
Acetylcysteine,GRIN2B,activator
Acetylcysteine,GRIN2D,activator
Acetylcysteine,GRIN3A,activator
Acetylcysteine,GSS,stimulator
Acetylcysteine,IKBKB,inhibitor
Acetylcysteine,SLC7A11,activator
Acetyldigitoxin,ATP1A1,inhibitor
Acetylsalicylic acid,AKR1C1,inhibitor
Acetylsalicylic acid,CASP1,inhibitor;downregulator
Acetylsalicylic acid,CASP3,inhibitor;downregulator
Acetylsalicylic acid,CCND1,downregulator
Acetylsalicylic acid,EDNRA,inhibitor
Acetylsalicylic acid,HMGCR,inhibitor
Acetylsalicylic acid,HSPA5,inhibitor;binder
Acetylsalicylic acid,MYC,downregulator
Acetylsalicylic acid,NEU1,inhibitor
Acetylsalicylic acid,NFKBIA,inhibitor
Acetylsalicylic acid,PCNA,downregulator
Acetylsalicylic acid,PRKAG3,activator
Acetylsalicylic acid,PTGS1,inhibitor
Acetylsalicylic acid,PTGS2,inhibitor
Acetylsalicylic acid,RPS6KA3,inhibitor
Acetylsalicylic acid,TNFAIP6,inhibitor;downregulator
Acetylsalicylic acid,TP53,inducer
Acid yellow 54 free acid,ATIC,unknown
Acitretin,RARA,agonist
Acitretin,RARB,agonist
Acitretin,RARG,agonist
Acitretin,RBP1,agonist
Acitretin,RXRA,agonist
Acitretin,RXRB,agonist
Acitretin,RXRG,agonist
Acitretin,STAT3,inhibitor
Acivicin,CTPS1,inhibitor
Aclarubicin,TOP2A,inhibitor
Aclarubicin,TOP2B,inhibitor
Aclerastide,MAS1,agonist
Aclidinium,CHRM1,antagonist
Aclidinium,CHRM2,antagonist
Aclidinium,CHRM3,antagonist
Aclidinium,CHRM4,antagonist
Aclidinium,CHRM5,antagonist
Aclimostat,METAP2,inhibitor
Acolbifene,ESR1,modulator
Acoltremon,TRPM8,activator
Aconitate Ion,ACO2,unknown
Acoramidis,TTR,modulator
Acrivastine,HRH1,antagonist
Actelion-1,EDNRA,unknown
Acteoside,PRKCA,inhibitor
Actinium,CD33,inhibitor
Acyline,GNRHR,inhibitor
Adagrasib,KRAS,inhibitor
Adakitug,CXCL8,unknown
Adapalene,GOT1,inhibitor
Adapalene,JUN,antagonist
Adapalene,RARA,agonist
Adapalene,RARB,agonist
Adapalene,RARG,agonist
Adapalene,RXRA,agonist
Adapalene,RXRB,agonist
Adapalene,RXRG,agonist
Adapalene,TLR2,antagonist
Adavosertib,WEE1,inhibitor
Ademetionine,AMD1,cofactor
Ademetionine,AS3MT,unknown
Ademetionine,CBS,activator
Ademetionine,CMTR1,unknown
Ademetionine,COMT,cofactor
Ademetionine,GNMT,cofactor
Ademetionine,MAT1A,cofactor
Ademetionine,MAT2A,cofactor
Adenine,ACACB,unknown
Adenine,ACP1,unknown
Adenine,APRT,unknown
Adenine,MTAP,unknown
Adenine,PECR,unknown
Adenine,SRPK2,unknown
Adenosine,ADORA1,agonist
Adenosine,ADORA2A,agonist
Adenosine,ADORA2B,agonist
Adenosine,ADORA3,agonist
"Adenosine 3',5'-diphosphate",HS3ST1,unknown
"Adenosine 3',5'-diphosphate",HS3ST3A1,unknown
"Adenosine 3',5'-diphosphate",NDST1,unknown
"Adenosine 3',5'-diphosphate",RNASE1,unknown
"Adenosine 3',5'-diphosphate",RNASE2,unknown
"Adenosine 3',5'-diphosphate",SULT1A1,unknown
"Adenosine 3',5'-diphosphate",SULT1B1,unknown
"Adenosine 3',5'-diphosphate",SULT1E1,unknown
"Adenosine 3',5'-diphosphate",SULT2A1,unknown
"Adenosine 3',5'-diphosphate",SULT2B1,unknown
Adenosine 5'-[gamma-thio]triphosphate,BCKDK,unknown
Adenosine 5'-[gamma-thio]triphosphate,BST1,unknown
Adenosine 5'-[gamma-thio]triphosphate,PFKFB1,unknown
Adenosine 5'-[gamma-thio]triphosphate,PMS2,unknown
Adenosine 5'-[gamma-thio]triphosphate,SYN1,unknown
Adenosine 5'-methylenediphosphate,NT5E,inhibitor
Adenosine 5'-phosphosulfate,PAPSS1,unknown
Adenosine Phosphonoacetic Acid,NME1,unknown
Adenosine disphosphate,P2RY12,agonist
Adenosine disphosphate,P2RY6,agonist
Adenosine disphosphate,TRPM4,inhibitor
Adenosine monotungstate,FHIT,inhibitor
Adenosine phosphate,ACSL1,product of
Adenosine phosphate,ACSS2,product of
Adenosine phosphate,ADCY1,product of
Adenosine phosphate,ADK,product of
Adenosine phosphate,CREB1,activator
Adenosine phosphate,FBP1,antagonist
Adenosine phosphate,HINT1,product of
Adenosine phosphate,PDE4B,product of
Adenosine phosphate,PDE4D,product of
Adenosine phosphate,PRKAA1,activator
Adenosine phosphate,PRKAB1,activator
Adenosine phosphate,PRKAG3,activator
Adenosine phosphate,PYGL,activator
Adenosine-2'-5'-Diphosphate,RNASE1,unknown
Adenosine-2'-5'-Diphosphate,RNASE2,unknown
Adenosine-2'-5'-Diphosphate,RNASE3,unknown
"Adenosine-5'-diphosphate-2',3'-vanadate",PAPSS1,unknown
Adenosine-5'-ditungstate,HINT1,unknown
Adenosine-5-Diphosphoribose,EEF2,unknown
Adenosine-5-Diphosphoribose,GAPDH,unknown
Adenosine-5-Diphosphoribose,SIRT3,unknown
Adenosine-5-Diphosphoribose,SIRT5,unknown
Adenylosuccinic acid,ADSS1,unknown
Aderbasib,ADAM10,modulator
Aderbasib,ADAM17,modulator
Adinazolam,GABRG3,ligand
Adinazolam,GABRQ,positive allosteric modulator
Adinazolam,TSPO,agonist
Adipiplon,GABRA3,modulator
Adipiplon,GABRG3,partial agonist
Ado-P-Ch2-P-Ps-Ado,FHIT,inhibitor
Adomeglivant,GCGR,antagonist
Adomiparin,SERPINC1,inhibitor
Adoprazine,DRD2,modulator
Adoprazine,HTR1A,modulator
Adriforant,HRH4,antagonist
Aeruginosin 98-B,PRSS1,unknown
Aetiocholanolone,HSD17B11,unknown
Aetiocholanolone,IGHG2,unknown
Aetiocholanolone,SULT2A1,unknown
Afamelanotide,MC1R,agonist
Afamelanotide,MC4R,inhibitor
Afatinib,EGFR,inhibitor
Afatinib,ERBB2,inhibitor
Afatinib,ERBB4,inhibitor
Afegostat,GBA1,inhibitor
Aficamten,MYBPC3,inhibitor
Aficamten,MYH7,inhibitor
Afimetoran,TLR7,antagonist;inhibitor
Afimetoran,TLR8,antagonist;inhibitor
Afimoxifene,ESR1,modulator
Afimoxifene,ESR2,unknown
Afimoxifene,ESRRA,inhibitor
Afimoxifene,ESRRG,unknown
Afimoxifene,NR1I2,unknown
Afimoxifene,SHBG,unknown
Afimoxifene,TFF1,unknown
Afuresertib,AKT1,modulator
Agerafenib,BRAF,inhibitor
Agerafenib,RET,inhibitor
Agmatine,ADRA2C,agonist
Agmatine,ASIC3,agonist
Agmatine,CACNA1B,antagonist
Agmatine,CHRNA1,antagonist
Agmatine,GRIN1,antagonist
Agmatine,KCNJ1,antagonist
Agmatine,NISCH,agonist
Agomelatine,HTR2C,antagonist
Agomelatine,MTNR1A,agonist
Agomelatine,MTNR1B,agonist
Ajmaline,SCN5A,inhibitor
Alacepril,ACE,modulator
Aladorian,RYR1,modulator
Alanine,AARS1,unknown
Alanine,AARS2,unknown
Alanine,ABAT,inhibitor
Alanine,AGXT,unknown
Alanine,AGXT2,unknown
Alanine,GPT,unknown
Alanine,GPT2,unknown
Alanine,KYNU,unknown
Alanine,NFS1,unknown
Alanine,PHYKPL,unknown
Alanine,SLC1A4,unknown
Alanine,SLC36A1,unknown
Alanine,SLC7A8,unknown
Alanosine,ADSS1,unknown
Alanosine,ADSS2,unknown
Albendazole,TUBA1A,inhibitor
Albendazole,TUBB4B,inhibitor
Albuterol,ADRB1,agonist
Albuterol,ADRB2,agonist
Albuterol,ADRB3,unknown
Alcaftadine,HRH1,antagonist
Alclofenac,PTGS2,antagonist
Alclometasone,NR3C1,agonist
Alclometasone,SERPINA6,binder
Alcuronium,CHRNA7,inhibitor
Aldosterone,NR3C1,unknown
Aldosterone,NR3C2,agonist
Aldosterone,SLC12A1,blocker
Aldoxorubicin,TOP2A,inhibitor
Aldoxorubicin,TOP2B,modulator
Alectinib,ALK,inhibitor
Aleglitazar,NCOA1,unknown
Aleglitazar,PPARA,agonist
Aleglitazar,PPARG,agonist
Alendronic acid,ATP6V1A,inhibitor
Alendronic acid,FDPS,inhibitor
Alendronic acid,PTPN4,inhibitor
Alendronic acid,PTPRE,inhibitor
Alendronic acid,PTPRS,inhibitor
Aleplasinin,SERPINA5,inhibitor
Aleplasinin,SERPINB2,inhibitor
Aleplasinin,SERPINE1,inhibitor
Alfacalcidol,CYP27B1,unknown
Alfacalcidol,RXRA,unknown
Alfacalcidol,VDR,agonist
Alfentanil,OPRM1,agonist
Alfuzosin,ADRA1A,antagonist
Alfuzosin,ADRA1B,antagonist
Alfuzosin,ADRA1D,antagonist
Alicaforsen,ICAM1,other/unknown
Alimemazine,HRH1,antagonist
Alisertib,AURKA,inhibitor;regulator
Aliskiren,REN,inhibitor
Alisporivir,CAMLG,inhibitor
Alitretinoin,CYP26C1,unknown
Alitretinoin,IGFBP3,unknown
Alitretinoin,PSG5,unknown
Alitretinoin,RARA,agonist
Alitretinoin,RARB,agonist
Alitretinoin,RARG,agonist
Alitretinoin,RXRA,agonist
Alitretinoin,RXRB,agonist
Alitretinoin,RXRG,agonist
Alizapride,DRD2,antagonist
Allitinib,EGFR,modulator
Allopurinol,XDH,inhibitor
Allosamizoline,CHIT1,unknown
Allylestrenol,ESR1,agonist
Allylestrenol,PGR,agonist
Allylestrenol,SLC6A9,blocker
Almitrine,ATP1A1,binder
Almonertinib,EGFR,inhibitor
Almorexant,HCRTR1,antagonist
Almotriptan,HTR1B,agonist
Almotriptan,HTR1D,agonist
Alnespirone,HTR1A,agonist
Alniditan,HTR1B,agonist
Alniditan,HTR1D,agonist
Alofanib,FGFR2,inhibitor
Alogliptin,DPP4,inhibitor
Alosetron,HTR3A,antagonist
Alosetron,HTR3B,antagonist
Aloxistatin,CAPN2,inhibitor
Aloxistatin,CTSG,inhibitor
Alpelisib,ESR1,modulator
Alpelisib,PIK3CA,inhibitor
Alpelisib,PIK3CG,inhibitor
Alpha-Aminobutyric Acid,EGF,unknown
Alpha-Aminobutyric Acid,GATM,unknown
"Alpha-D-Glucose 1,6-Bisphosphate",PGM1,unknown
Alpha-D-Glucose-1-Phosphate-6-Vanadate,PGM1,unknown
Alpha-Methyl-N-Acetyl-D-Glucosamine,MBL2,unknown
Alpha-Methyl-N-Acetyl-D-Glucosamine,SELE,inhibitor
Alpha-Methyl-N-Acetyl-D-Glucosamine,SELP,inhibitor
Alpha-Methylisocitric Acid,ACO2,unknown
Alpidem,TSPO,inhibitor
Alprazolam,GABRG3,ligand
Alprazolam,GABRQ,positive allosteric modulator
Alprazolam,TSPO,agonist
Alprenolol,ADRB1,antagonist
Alprenolol,ADRB2,antagonist
Alprenolol,ADRB3,antagonist
Alprenolol,HTR1A,antagonist
Alprostadil,PTGDR2,agonist
Alprostadil,PTGER1,agonist
Alprostadil,PTGER2,agonist
Alprostadil,PTGER3,agonist
Alprostadil,PTGER4,agonist
Alprostadil,TBXA2R,modulator
Alrestatin,AKR1B1,inhibitor
Alrizomadlin,MDM2,inhibitor
Alrizomadlin,TP53,inhibitor
Alsterpaullone,CDK1,inhibitor
Alsterpaullone,CDK2,inhibitor
Alsterpaullone,CDK5,inhibitor
Alsterpaullone,GSK3B,unknown
Altanserin,HTR2A,inhibitor
Altinicline,CHRNA4,modulator
Altinicline,CHRNB2,modulator
Altiratinib,KDR,antagonist
Altiratinib,MET,inhibitor
Altiratinib,NTRK1,inhibitor
Altiratinib,NTRK3,inhibitor
Altiratinib,TEK,inhibitor
Altropane,SLC6A3,inhibitor
Aluminium,APP,unknown
Aluminium,ATP1A1,binder
Aluminium,KLK1,inhibitor
Aluminium,TF,unknown
Aluminium monostearate,TNNC1,stimulator
Aluminium monostearate,VDAC1,inhibitor
Aluminium monostearate,VDAC2,inhibitor
Aluminium monostearate,VDAC3,inhibitor
Aluminium phosphate,APP,unknown
Aluminium phosphate,ATP1A1,unknown
Aluminium phosphate,KLK1,unknown
Aluminium phosphate,TF,unknown
Aluminum acetate,APP,unknown
