gene1,gene2,weight
AADAT,QPRT,0.706
AADAT,SASH1,0.404
AADAT,SPACA3,0.472
AADAT,TDO2,0.715
AADAT,THNSL1,0.683
AADAT,THNSL2,0.674
AADAT,TRABD2B,0.666
AADAT,U3KQP1_HUMAN,0.733
AAGAB,AMPH,0.693
AAGAB,AP1G1,0.789
AAGAB,AP1G2,0.636
AAGAB,AP1S2,0.629
AAGAB,AP1S3,0.799
AAGAB,AP2A1,0.697
AAGAB,AP2A2,0.775
AAGAB,AP2S1,0.917
AAGAB,BEAN1,0.404
AAGAB,CCDC115,0.493
AAGAB,CCDC32,0.769
AAGAB,COG3,0.419
AAGAB,COG5,0.407
AAGAB,EXOC5,0.47
AAGAB,KRT9,0.732
AAGAB,MFSD9,0.572
AAGAB,PGAP3,0.566
AAGAB,PRXL2C,0.403
AAGAB,PTPN23,0.449
AAGAB,RABGEF1,0.422
AAGAB,SDR39U1,0.437
AAGAB,SERPINB7,0.4
AAGAB,SLC36A4,0.423
AAGAB,STX4,0.42
AAGAB,STXBP3,0.495
AAGAB,TGFBRAP1,0.456
AAGAB,VAC14,0.415
AAGAB,VPS45,0.424
AAGAB,VPS8,0.428
AAK1,ACE2,0.762
AAK1,ADRB2,0.534
AAK1,AGFG1,0.568
AAK1,AGTR1,0.58
AAK1,AGTR2,0.556
AAK1,AP1B1,0.637
AAK1,AP2A1,0.78
AAK1,AP2A2,0.614
AAK1,AP2B1,0.958
AAK1,AP2M1,0.979
AAK1,AP2S1,0.954
AAK1,APOB,0.521
AAK1,ARF6,0.504
AAK1,ARFGAP1,0.4
AAK1,ARRB1,0.568
AAK1,ARRB2,0.55
AAK1,AVP,0.499
AAK1,AVPR2,0.514
AAK1,BIN1,0.528
AAK1,CHRM2,0.509
AAK1,CLTA,0.628
AAK1,CLTB,0.796
AAK1,CLTC,0.769
AAK1,CLTCL1,0.703
AAK1,DAB2,0.641
AAK1,DBN1,0.533
AAK1,DBNL,0.538
AAK1,DNAJC6,0.502
AAK1,DVL2,0.52
AAK1,EPN1,0.697
AAK1,EPN2,0.743
AAK1,EPN3,0.456
AAK1,EPS15,0.96
AAK1,EPS15L1,0.609
AAK1,FCHO1,0.735
AAK1,FCHO2,0.704
AAK1,FZD4,0.539
AAK1,GABARAPL1,0.585
AAK1,GABARAPL2,0.613
AAK1,GAK,0.785
AAK1,HIP1R,0.498
AAK1,ITSN1,0.704
AAK1,ITSN2,0.697
AAK1,JAK1,0.591
AAK1,JAK2,0.477
AAK1,LDLR,0.508
AAK1,LDLRAP1,0.571
AAK1,LMO7,0.405
AAK1,LRP2,0.52
AAK1,MAP1LC3B,0.415
AAK1,NECAP1,0.701
AAK1,NECAP2,0.836
AAK1,NEDD4L,0.412
AAK1,NFU1,0.537
AAK1,NUMB,0.661
AAK1,NUMBL,0.656
AAK1,PICALM,0.673
AAK1,RALBP1,0.844
AAK1,REPS1,0.971
AAK1,RUNDC3A,0.793
AAK1,SGIP1,0.864
AAK1,SNAP91,0.822
AAK1,SOD1,0.406
AAK1,STK11,0.431
AAK1,SYNJ1,0.403
AAK1,SYNRG,0.403
AAK1,TACR1,0.5
AAK1,TCF7L2,0.423
AAK1,TMPRSS2,0.512
AAK1,UBQLN2,0.553
AAK1,VAMP2,0.559
AAK1,VAMP3,0.5
AAK1,VAMP7,0.506
AAK1,VAMP8,0.499
AAK1,WNT5A,0.499
AAMDC,CASTOR1,0.426
AAMDC,FHL3,0.51
AAMDC,INTS4,0.589
AAMDC,KLHL15,0.438
AAMDC,LCTL,0.423
AAMDC,LSM12,0.447
AAMDC,MOCS1,0.463
AAMDC,NAIF1,0.431
AAMDC,PRXL2C,0.404
AAMDC,RSF1,0.46
AAMDC,SMIM12,0.419
AAMDC,TMEM14C,0.419
AAMP,ACE2,0.627
AAMP,AEN,0.783
AAMP,ARPC2,0.494
AAMP,ASAH1,0.46
AAMP,AUP1,0.448
AAMP,BOP1,0.639
AAMP,BUD23,0.57
AAMP,BYSL,0.544
AAMP,C12orf10,0.411
AAMP,CIAO1,0.47
AAMP,DDX41,0.451
AAMP,DDX47,0.447
AAMP,DKC1,0.601
AAMP,DRG1,0.439
AAMP,EGFR,0.915
AAMP,EIF6,0.417
AAMP,ERBIN,0.448
AAMP,FARSA,0.446
AAMP,GAR1,0.584
AAMP,GNL1,0.426
AAMP,GNL3,0.435
AAMP,GNL3L,0.451
AAMP,GRWD1,0.863
AAMP,GTPBP4,0.408
AAMP,HSPBP1,0.667
AAMP,IDH3B,0.594
AAMP,IMP4,0.452
AAMP,INPP5K,0.523
AAMP,LSG1,0.589
AAMP,LTV1,0.432
AAMP,MCRS1,0.533
AAMP,MLF2,0.547
AAMP,MRPL16,0.667
AAMP,MRTO4,0.712
AAMP,NAT10,0.416
AAMP,NHP2,0.607
AAMP,NLE1,0.499
AAMP,NMD3,0.71
AAMP,NOC4L,0.534
AAMP,NOD2,0.952
AAMP,PA2G4,0.441
AAMP,PNO1,0.423
AAMP,POLR1E,0.411
AAMP,PTPRU,0.428
AAMP,PUM1,0.518
AAMP,RAB29,0.405
AAMP,RCL1,0.56
AAMP,RHOA,0.402
AAMP,RIOK2,0.5
AAMP,RPF1,0.4
AAMP,RPF2,0.589
AAMP,RPL10,0.957
AAMP,RPL10L,0.889
AAMP,RPLP0,0.41
AAMP,RRP1,0.413
AAMP,RRP12,0.479
AAMP,RRP1B,0.406
AAMP,RSL1D1,0.576
AAMP,RTCB,0.453
AAMP,RWDD1,0.412
AAMP,SIL1,0.65
AAMP,SMIM9,0.445
AAMP,TBL3,0.708
AAMP,TBXA2R,0.89
AAMP,TSR1,0.46
AAMP,UTP18,0.688
AAMP,WDR12,0.608
AAMP,WDR3,0.41
AAMP,WDR36,0.552
AAMP,WDR43,0.599
AAMP,WNK1,0.465
AAMP,ZNF48,0.432
AANAT,ARNTL,0.671
AANAT,ASMT,0.994
AANAT,ASMTL,0.466
AANAT,BHLHE40,0.522
AANAT,CLOCK,0.554
AANAT,CNGA3,0.615
AANAT,COMT,0.455
AANAT,CREM,0.499
AANAT,CRY1,0.608
AANAT,CRY2,0.533
AANAT,DDC,0.967
AANAT,ESCO1,0.72
AANAT,ESCO2,0.72
AANAT,FOS,0.478
AANAT,GFPT1,0.483
AANAT,GFPT2,0.483
AANAT,GLYATL1,0.776
AANAT,GPR50,0.585
AANAT,H6PD,0.44
AANAT,HDC,0.433
AANAT,IDO1,0.931
AANAT,IDO2,0.933
AANAT,INMT,0.912
AANAT,LAPTM4B,0.58
AANAT,LETM1,0.431
AANAT,MAOA,0.943
AANAT,MAOB,0.937
AANAT,MTNR1A,0.657
AANAT,MTNR1B,0.639
AANAT,NAT1,0.618
AANAT,NAT2,0.527
AANAT,NPAS2,0.543
AANAT,NQO2,0.437
AANAT,NR1D1,0.506
AANAT,OPN4,0.859
AANAT,PER2,0.655
AANAT,PER3,0.599
AANAT,POLR3K,0.459
AANAT,PPM1K,0.746
AANAT,PPM1L,0.746
AANAT,PRPSAP1,0.417
AANAT,RIN1,0.541
AANAT,RORA,0.417
AANAT,RORB,0.408
AANAT,SLC1A5,0.577
AANAT,SLC38A1,0.701
AANAT,SLC38A2,0.724
AANAT,SLC38A3,0.486
AANAT,SLC38A4,0.675
AANAT,SLC38A5,0.457
AANAT,SLC38A7,0.407
AANAT,TPH1,0.675
AANAT,TPH2,0.659
AANAT,YWHAE,0.537
AANAT,YWHAH,0.403
AANAT,YWHAZ,0.972
AAR2,AQR,0.484
AAR2,BCAS2,0.591
AAR2,C9orf78,0.676
AAR2,CD2BP2,0.967
AAR2,CDC5L,0.514
AAR2,COPS5,0.656
AAR2,CRNKL1,0.483
AAR2,DDX23,0.98
AAR2,DDX46,0.482
AAR2,DHX15,0.435
AAR2,DHX38,0.527
AAR2,EAPP,0.916
AAR2,ECD,0.955
AAR2,EDC3,0.524
AAR2,EEF2,0.56
AAR2,EFL1,0.473
AAR2,EFTUD2,0.994
AAR2,EIF2AK1,0.432
AAR2,EIF2AK4,0.498
AAR2,GFM1,0.566
AAR2,GHDC,0.467
AAR2,GPN1,0.447
AAR2,HARS2,0.423
AAR2,KIAA1143,0.423
AAR2,M0R3G1_HUMAN,0.575
AAR2,MCRS1,0.46
AAR2,NCDN,0.851
AAR2,NHP2,0.495
AAR2,PEF1,0.453
AAR2,PIH1D1,0.571
AAR2,PLRG1,0.462
AAR2,PMPCA,0.489
AAR2,POLR3C,0.629
AAR2,PRPF18,0.687
AAR2,PRPF19,0.58
AAR2,PRPF3,0.497
AAR2,PRPF31,0.584
AAR2,PRPF38A,0.564
AAR2,PRPF4,0.616
AAR2,PRPF6,0.955
AAR2,PRPF8,0.999
AAR2,PRXL2C,0.404
AAR2,PSMD13,0.482
AAR2,PTGES3,0.514
AAR2,PUF60,0.403
AAR2,PYM1,0.44
AAR2,RBM22,0.452
AAR2,RNPS1,0.451
AAR2,RPAP3,0.507
AAR2,RUVBL1,0.649
AAR2,RUVBL2,0.677
AAR2,SART1,0.525
AAR2,SART3,0.562
AAR2,SLC7A6OS,0.536
AAR2,SNRNP200,0.996
AAR2,SNRNP40,0.974
AAR2,SNRPA1,0.484
AAR2,SNRPB,0.852
AAR2,SNRPD1,0.794
AAR2,SNRPD2,0.758
AAR2,SNRPD3,0.796
AAR2,SNRPE,0.775
AAR2,SNRPF,0.779
AAR2,SNRPG,0.65
AAR2,SNRPN,0.826
AAR2,SNU13,0.602
AAR2,SRRM2,0.412
AAR2,SYF2,0.501
AAR2,TBRG4,0.53
AAR2,TFIP11,0.44
AAR2,TMEM222,0.437
AAR2,TSSC4,0.933
AAR2,TTC27,0.768
AAR2,TXNL4A,0.797
AAR2,TXNL4B,0.621
AAR2,USP39,0.451
AAR2,XAB2,0.546
AAR2,ZNF853,0.405
AAR2,ZNHIT2,0.948
AARD,CST9,0.431
AARD,IQUB,0.505
AARD,KRT27,0.591
AARD,LRRC72,0.448
AARS1,AARS2,0.91
AARS1,AARSD1,0.878
AARS1,ABCE1,0.55
AARS1,ADAT1,0.87
AARS1,ADAT2,0.473
AARS1,ADAT3,0.594
AARS1,AGXT,0.602
AARS1,AIMP1,0.918
AARS1,AIMP2,0.888
AARS1,AK1,0.458
AARS1,ANAPC1,0.832
AARS1,ANAPC10,0.617
AARS1,ANAPC11,0.578
AARS1,ANAPC2,0.722
AARS1,ANAPC4,0.844
AARS1,ANAPC5,0.783
AARS1,ANKRD16,0.439
AARS1,ASB7,0.504
AARS1,ASNS,0.84
AARS1,ATP5IF1,0.664
AARS1,ATRIP,0.482
AARS1,BRIP1,0.508
AARS1,BUB1,0.525
AARS1,BUB1B,0.525
AARS1,C12orf65,0.404
AARS1,CARS1,0.872
AARS1,CARS2,0.853
AARS1,CCDC127,0.608
AARS1,CDC16,0.837
AARS1,CIAPIN1,0.467
AARS1,CLCN7,0.4
AARS1,CNOT10,0.468
AARS1,CTPS1,0.435
AARS1,CTPS2,0.408
AARS1,DARS1,0.743
AARS1,DARS2,0.907
AARS1,DHTKD1,0.402
AARS1,DTD2,0.463
AARS1,DYNC1H1,0.413
AARS1,EARS2,0.894
AARS1,EEF1A1,0.449
AARS1,EEF1E1,0.754
AARS1,EEF1G,0.458
AARS1,EEF2,0.473
AARS1,EEFSEC,0.472
AARS1,EIF2AK1,0.469
AARS1,EIF2AK4,0.636
AARS1,EIF2B1,0.439
AARS1,EIF2S1,0.471
AARS1,EIF2S2,0.494
AARS1,EIF3C,0.448
AARS1,EIF3CL,0.405
AARS1,EIF5B,0.715
AARS1,EPRS1,0.976
AARS1,ESPL1,0.463
AARS1,ETF1,0.601
AARS1,FAM104A,0.622
AARS1,FAM89A,0.577
AARS1,FAM89B,0.577
AARS1,FARS2,0.872
AARS1,FARSA,0.627
AARS1,FARSB,0.814
AARS1,FGD4,0.407
AARS1,FIG4,0.403
AARS1,GARS1,0.983
AARS1,GART,0.412
AARS1,GATB,0.832
AARS1,GATC,0.627
AARS1,GDAP1,0.51
AARS1,GFM1,0.583
AARS1,GJB1,0.418
AARS1,GMPS,0.433
AARS1,GUF1,0.442
AARS1,H6PD,0.478
AARS1,HARS1,0.906
AARS1,HARS2,0.893
AARS1,HMGCR,0.41
AARS1,HSD17B4,0.719
AARS1,HSPA5,0.498
AARS1,HSPB11,0.611
AARS1,HYOU1,0.709
AARS1,IARS1,0.98
AARS1,IARS2,0.942
AARS1,IGHMBP2,0.491
AARS1,KARS1,0.992
AARS1,KIAA0556,0.444
AARS1,LARS1,0.968
AARS1,LARS2,0.929
AARS1,LRRC47,0.433
AARS1,LRSAM1,0.495
AARS1,MARS1,0.913
AARS1,MARS2,0.887
AARS1,ME1,0.414
AARS1,ME2,0.42
AARS1,ME3,0.41
AARS1,MRPL39,0.417
AARS1,MRPL58,0.413
AARS1,MRRF,0.628
AARS1,MTFMT,0.526
AARS1,MTMR2,0.417
AARS1,MTO1,0.488
AARS1,NARS1,0.947
AARS1,NARS2,0.881
AARS1,NEMF,0.684
AARS1,NMD3,0.512
AARS1,NSUN2,0.55
AARS1,OLA1,0.411
AARS1,PARS2,0.89
AARS1,PHGDH,0.448
AARS1,PIGX,0.425
AARS1,POLG2,0.538
AARS1,POLL,0.497
AARS1,POLM,0.549
AARS1,POLR1A,0.462
AARS1,POLR3A,0.406
AARS1,POLR3B,0.433
AARS1,PPA1,0.576
AARS1,PPA2,0.56
AARS1,PRPS1,0.403
AARS1,PRPS1L1,0.412
AARS1,PSAT1,0.56
AARS1,PSTK,0.487
AARS1,PTGES3L-AARSD1,0.88
AARS1,QARS1,0.964
AARS1,QRSL1,0.601
AARS1,QTRT1,0.431
AARS1,QTRT2,0.407
AARS1,RABL2A,0.416
AARS1,RAD17,0.452
AARS1,RARS1,0.85
AARS1,RARS2,0.911
AARS1,RNMT,0.402
AARS1,RPA1,0.724
AARS1,RPS18,0.729
AARS1,SAR1B,0.593
AARS1,SARS1,0.881
AARS1,SARS2,0.867
AARS1,SARS2-2,0.865
AARS1,SBF2,0.4
AARS1,SH3TC2,0.506
AARS1,SHMT2,0.506
AARS1,SIL1,0.725
AARS1,SLC3A2,0.533
AARS1,SMIM36,0.435
AARS1,STAT1,0.498
AARS1,SUPT7L,0.525
AARS1,TADA2B,0.486
AARS1,TARS1,0.929
AARS1,TARS2,0.924
AARS1,TARS3,0.955
AARS1,TENT4A,0.55
AARS1,TRNT1,0.574
AARS1,TSFM,0.75
AARS1,TUFM,0.48
AARS1,UBA1,0.676
AARS1,UQCRC1,0.43
AARS1,VARS1,0.938
AARS1,VARS2,0.927
AARS1,WARS1,0.906
AARS1,WARS2,0.879
AARS1,XBP1,0.432
AARS1,XPNPEP1,0.589
AARS1,XPOT,0.401
AARS1,YARS1,0.996
AARS1,YARS2,0.938
AARS2,ABCB8,0.444
AARS2,ACAD9,0.522
AARS2,AGXT,0.602
AARS2,AICDA,0.47
AARS2,AIMP1,0.612
AARS2,AIMP2,0.489
AARS2,AK1,0.47
AARS2,AK3,0.455
AARS2,ALKBH2,0.428
AARS2,ANAPC1,0.834
AARS2,ANAPC10,0.628
AARS2,ANAPC11,0.578
AARS2,ANAPC2,0.735
AARS2,ANAPC4,0.848
AARS2,ANAPC5,0.773
AARS2,ANAPC7,0.412
AARS2,ANKRD16,0.443
AARS2,ATP5IF1,0.696
AARS2,ATRIP,0.653
AARS2,BCKDK,0.486
AARS2,BCS1L,0.462
AARS2,BRIP1,0.645
AARS2,BUB1,0.515
AARS2,BUB1B,0.515
AARS2,C12orf65,0.535
AARS2,CARS1,0.768
AARS2,CARS2,0.824
AARS2,CDAN1,0.782
AARS2,CDC16,0.843
AARS2,CHEK1,0.429
AARS2,CLCN7,0.406
AARS2,CLPB,0.4
AARS2,CLPP,0.525
AARS2,CTPS1,0.418
AARS2,CTPS2,0.425
AARS2,DARS1,0.405
AARS2,DARS2,0.955
AARS2,DHX37,0.518
AARS2,DIS3L2,0.444
AARS2,DLD,0.402
AARS2,EARS2,0.927
AARS2,EIF2AK1,0.44
AARS2,EIF2AK4,0.514
AARS2,EIF2B1,0.494
AARS2,EIF3C,0.429
AARS2,EIF3CL,0.405
AARS2,EIF5B,0.68
AARS2,ELAC2,0.552
AARS2,EPRS1,0.898
AARS2,ESPL1,0.493
AARS2,FAM89A,0.577
AARS2,FAM89B,0.577
AARS2,FARS2,0.833
AARS2,FARSA,0.462
AARS2,FARSB,0.507
AARS2,FOXRED1,0.443
AARS2,GARS1,0.877
AARS2,GATB,0.612
AARS2,GFM1,0.632
AARS2,GTPBP3,0.55
AARS2,GUF1,0.509
AARS2,H6PD,0.489
AARS2,HARS1,0.856
AARS2,HARS2,0.871
AARS2,HSPB11,0.609
AARS2,IARS1,0.863
AARS2,IARS2,0.918
AARS2,INTS1,0.516
AARS2,JRK,0.437
AARS2,KARS1,0.829
AARS2,LARS1,0.832
AARS2,LARS2,0.924
AARS2,LRRC47,0.434
AARS2,MALSU1,0.42
AARS2,MARS1,0.841
AARS2,MARS2,0.853
AARS2,ME1,0.411
AARS2,ME2,0.468
AARS2,ME3,0.41
AARS2,MORC3,0.449
AARS2,MRPL16,0.412
AARS2,MRPL39,0.423
AARS2,MRPL44,0.422
AARS2,MRPL55,0.443
AARS2,MRPL58,0.658
AARS2,MRPS16,0.435
AARS2,MRPS22,0.524
AARS2,MRPS34,0.426
AARS2,MRRF,0.64
AARS2,MTFMT,0.565
AARS2,MTIF2,0.504
AARS2,MTO1,0.63
AARS2,MTRF1,0.401
AARS2,MTRF1L,0.443
AARS2,NARS1,0.791
AARS2,NARS2,0.845
AARS2,NDUFS3,0.414
AARS2,NOA1,0.43
AARS2,NT5C1A,0.409
AARS2,NUDCD1,0.624
AARS2,PARS2,0.886
AARS2,PIGO,0.476
AARS2,PIGX,0.428
AARS2,PNPT1,0.43
AARS2,POLG,0.508
AARS2,POLG2,0.531
AARS2,POLL,0.658
AARS2,POLM,0.756
AARS2,POLR1A,0.516
AARS2,POLR1B,0.41
AARS2,POLR3A,0.556
AARS2,POLR3B,0.469
AARS2,POLRMT,0.434
AARS2,PPA1,0.468
AARS2,PPA2,0.532
AARS2,PRDM15,0.446
AARS2,PSTK,0.434
AARS2,PTCD1,0.461
AARS2,PTCD3,0.411
AARS2,PUS1,0.497
AARS2,QARS1,0.875
AARS2,QRSL1,0.512
AARS2,RAD17,0.56
AARS2,RARS1,0.774
AARS2,RARS2,0.905
AARS2,RECQL5,0.469
AARS2,RPA1,0.667
AARS2,RPL23,0.4
AARS2,RPS18,0.553
AARS2,SAMM50,0.407
AARS2,SARS1,0.775
AARS2,SARS2,0.793
AARS2,SARS2-2,0.778
AARS2,SHPK,0.489
AARS2,SLX4,0.492
AARS2,SMIM36,0.435
AARS2,TACO1,0.506
AARS2,TARS1,0.864
AARS2,TARS2,0.91
AARS2,TARS3,0.87
AARS2,TBL2,0.4
AARS2,TCTE1,0.456
AARS2,TENT4A,0.718
AARS2,TRMT2B,0.426
AARS2,TRMU,0.447
AARS2,TRNT1,0.475
AARS2,TSFM,0.78
AARS2,TUFM,0.544
AARS2,UQCRC1,0.419
AARS2,VARS1,0.915
AARS2,VARS2,0.937
AARS2,VPS33B,0.449
AARS2,WARS1,0.85
AARS2,WARS2,0.876
AARS2,YARS1,0.927
AARS2,YARS2,0.89
AARS2,ZFP64,0.463
AARS2,ZSCAN25,0.53
AARSD1,ADAT1,0.652
AARSD1,ARID4B,0.531
AARSD1,CNOT11,0.451
AARSD1,EEF1A2,0.423
AARSD1,EXOSC7,0.468
AARSD1,GAGE12C,0.445
AARSD1,H4-16,0.471
AARSD1,H4C6,0.421
AARSD1,ISG15,0.411
AARSD1,JADE2,0.561
AARSD1,KARS1,0.71
AARSD1,MLF1,0.418
AARSD1,MTUS2,0.406
AARSD1,NME2,0.463
AARSD1,PARVG,0.453
AARSD1,POU5F1,0.408
AARSD1,PPP1R14B,0.48
AARSD1,PTGES2,0.511
AARSD1,PTGES3L,0.8
AARSD1,RHOJ,0.42
AARSD1,RPA1,0.569
AARSD1,SEPTIN8,0.47
AARSD1,SRRM1,0.465
AARSD1,TAT,0.481
AARSD1,TBCB,0.501
AARSD1,TRIM45,0.624
AASDH,AASDHPPT,0.982
AASDH,AASS,0.669
AASDH,ABAT,0.68
AASDH,ABCD1,0.527
AASDH,ABCD3,0.459
AASDH,ABCD4,0.447
AASDH,ABHD10,0.467
AASDH,ABHD11,0.417
AASDH,ABHD14A,0.417
AASDH,ABHD14B,0.417
AASDH,ABHD4,0.417
AASDH,ABHD5,0.576
AASDH,ABHD6,0.435
AASDH,ABHD8,0.417
AASDH,ACAA1,0.532
AASDH,ACAA2,0.546
AASDH,ACACA,0.615
AASDH,ACACB,0.598
AASDH,ACAD10,0.404
AASDH,ACAD11,0.417
AASDH,ACAD8,0.575
AASDH,ACAD9,0.564
AASDH,ACADL,0.682
AASDH,ACADM,0.714
AASDH,ACADS,0.664
AASDH,ACADSB,0.572
AASDH,ACADVL,0.645
AASDH,ACAT1,0.445
AASDH,ACBD3,0.448
AASDH,ACBD5,0.43
AASDH,ACLY,0.565
AASDH,ACO1,0.509
AASDH,ACO2,0.495
AASDH,ACOT11,0.451
AASDH,ACOT12,0.408
AASDH,ACOT13,0.429
AASDH,ACOT7,0.416
AASDH,ACOT9,0.41
AASDH,ACOX1,0.816
AASDH,ACOX2,0.633
AASDH,ACOX3,0.846
AASDH,ACOXL,0.544
AASDH,ACSBG1,0.629
AASDH,ACSBG2,0.57
AASDH,ACSF2,0.816
AASDH,ACSF3,0.765
AASDH,ACSL1,0.941
AASDH,ACSL3,0.908
AASDH,ACSL4,0.796
AASDH,ACSL5,0.911
AASDH,ACSL6,0.78
AASDH,ACSM1,0.529
AASDH,ACSM2A,0.544
AASDH,ACSM2B,0.605
AASDH,ACSM3,0.463
AASDH,ACSM4,0.433
AASDH,ACSM5,0.447
AASDH,ACSM6,0.447
AASDH,ACSS1,0.646
AASDH,ACSS2,0.515
AASDH,ACSS3,0.533
AASDH,AGPAT1,0.546
AASDH,AGPAT2,0.517
AASDH,AGPAT3,0.512
AASDH,AGPAT4,0.426
AASDH,AGPAT5,0.448
AASDH,AGXT2,0.68
AASDH,AIFM2,0.423
AASDH,ALAD,0.816
AASDH,ALDH3A2,0.45
AASDH,AUH,0.422
AASDH,AUP1,0.52
AASDH,AWAT1,0.465
AASDH,BBOX1,0.462
AASDH,BCAT1,0.468
AASDH,BCAT2,0.512
AASDH,BCKDK,0.447
AASDH,BDH2,0.443
AASDH,BPHL,0.422
AASDH,BSCL2,0.508
AASDH,BTBD8,0.474
AASDH,BTN1A1,0.468
AASDH,BTN2A1,0.473
AASDH,BTN2A2,0.484
AASDH,BTN3A1,0.46
AASDH,BTN3A2,0.469
AASDH,BTN3A3,0.471
AASDH,BTNL3,0.48
AASDH,BTNL8,0.475
AASDH,BTNL9,0.467
AASDH,C1orf146,0.468
AASDH,CBFA2T2,0.514
AASDH,CBFA2T3,0.509
AASDH,CBR4,0.498
AASDH,CCDC13,0.816
AASDH,CCDC160,0.551
AASDH,CCNDBP1,0.505
AASDH,CD36,0.551
AASDH,CEPT1,0.452
AASDH,CISD1,0.408
AASDH,COQ3,0.416
AASDH,CP,0.443
AASDH,CPT1A,0.873
AASDH,CPT1B,0.827
AASDH,CPT1C,0.83
AASDH,CPT2,0.921
AASDH,CRYM,0.407
AASDH,CS,0.443
AASDH,CTU1,0.413
AASDH,CYP11A1,0.527
AASDH,CYP11B1,0.514
AASDH,CYP11B2,0.507
AASDH,CYP17A1,0.522
AASDH,CYP19A1,0.526
AASDH,CYP1A1,0.503
AASDH,CYP1A2,0.531
AASDH,CYP1B1,0.503
AASDH,CYP20A1,0.521
AASDH,CYP21A2,0.503
AASDH,CYP24A1,0.507
AASDH,CYP26A1,0.524
AASDH,CYP26B1,0.517
AASDH,CYP26C1,0.512
AASDH,CYP27A1,0.56
AASDH,CYP27B1,0.507
AASDH,CYP27C1,0.507
AASDH,CYP2A13,0.503
AASDH,CYP2A6,0.503
AASDH,CYP2A7,0.538
AASDH,CYP2B6,0.513
AASDH,CYP2C18,0.517
AASDH,CYP2C19,0.503
AASDH,CYP2C8,0.51
AASDH,CYP2C9,0.514
AASDH,CYP2D6,0.503
AASDH,CYP2E1,0.535
AASDH,CYP2F1,0.503
AASDH,CYP2J2,0.503
AASDH,CYP2R1,0.651
AASDH,CYP2S1,0.51
AASDH,CYP2U1,0.507
AASDH,CYP2W1,0.503
AASDH,CYP39A1,0.533
AASDH,CYP3A4,0.53
AASDH,CYP3A43,0.509
AASDH,CYP3A5,0.509
AASDH,CYP3A7,0.509
AASDH,CYP46A1,0.531
AASDH,CYP4A11,0.548
AASDH,CYP4A22,0.517
AASDH,CYP4B1,0.526
AASDH,CYP4F11,0.517
AASDH,CYP4F12,0.531
AASDH,CYP4F2,0.517
AASDH,CYP4F22,0.517
AASDH,CYP4F3,0.546
AASDH,CYP4F8,0.517
AASDH,CYP4V2,0.521
AASDH,CYP4X1,0.517
AASDH,CYP4Z1,0.517
AASDH,CYP51A1,0.562
AASDH,CYP7A1,0.593
AASDH,CYP7B1,0.553
AASDH,CYP8B1,0.552
AASDH,DBI,0.435
AASDH,DDI1,0.75
AASDH,DECR1,0.496
AASDH,DECR2,0.452
AASDH,DGAT1,0.749
AASDH,DGAT2,0.868
AASDH,DHCR7,0.406
AASDH,DHRS1,0.432
AASDH,DHRS2,0.424
AASDH,DHRS4,0.424
AASDH,DHRS4L2,0.429
AASDH,DIP2A,0.728
AASDH,DIP2B,0.732
AASDH,DIP2C,0.725
AASDH,ECHS1,0.65
AASDH,ECI1,0.418
AASDH,ECI2,0.49
AASDH,EEF1A1,0.454
AASDH,EEF1A2,0.463
AASDH,EHHADH,0.574
AASDH,ELOVL5,0.576
AASDH,ENSP00000480571,0.503
AASDH,ENSP00000493273,0.545
AASDH,ENSP00000496982,0.8
AASDH,EPHX1,0.417
AASDH,EPHX2,0.582
AASDH,EPHX3,0.468
AASDH,EPHX4,0.468
AASDH,ERMAP,0.484
AASDH,ETAA1,0.482
AASDH,ETFA,0.42
AASDH,ETNPPL,0.68
AASDH,F5,0.434
AASDH,F8,0.434
AASDH,FABP4,0.409
AASDH,FADS2,0.487
AASDH,FAR1,0.516
AASDH,FAR2,0.479
AASDH,FASN,0.978
AASDH,FDFT1,0.49
AASDH,FH,0.437
AASDH,GAPDH,0.456
AASDH,GART,0.88
AASDH,GCDH,0.623
AASDH,GK,0.456
AASDH,GK2,0.452
AASDH,GLUL,0.405
AASDH,GLYAT,0.401
AASDH,GOT2,0.545
AASDH,GPAT3,0.503
AASDH,GPAT4,0.578
AASDH,GPD1,0.452
AASDH,GPD1L,0.411
AASDH,GPT,0.468
AASDH,GPT2,0.407
AASDH,GPX4,0.4
AASDH,H0YIN7_HUMAN,0.517
AASDH,H3BNC9_HUMAN,0.507
AASDH,HACL1,0.518
AASDH,HADH,0.55
AASDH,HADHA,0.547
AASDH,HADHB,0.585
AASDH,HEPH,0.434
AASDH,HEPHL1,0.434
AASDH,HHAT,0.8
AASDH,HHATL,0.8
AASDH,HIBCH,0.436
AASDH,HMGCL,0.53
AASDH,HMGCLL1,0.473
AASDH,HMGCR,0.472
AASDH,HMGCS1,0.583
AASDH,HMGCS2,0.586
AASDH,HSD17B11,0.475
AASDH,HSD17B12,0.538
AASDH,HSD17B13,0.415
AASDH,HSD17B14,0.424
AASDH,HSD17B3,0.481
AASDH,HSD17B8,0.418
AASDH,HSD3B1,0.429
AASDH,HSD3B2,0.418
AASDH,HSD3B7,0.438
AASDH,HSDL1,0.499
AASDH,HSDL2,0.543
AASDH,IDH1,0.431
AASDH,IDH2,0.423
AASDH,IDH3A,0.443
AASDH,IL27,0.503
AASDH,ILVBL,0.404
AASDH,INS,0.418
AASDH,IREB2,0.483
